Date,1100500,simulated_1030
2016-11-30T00:00:00,9.41,6.569
2016-12-01T00:00:00,7.45,6.5
2016-12-02T00:00:00,8.34,6.415
2016-12-03T00:00:00,7.39,6.316
2016-12-04T00:00:00,7.68,6.209
2016-12-05T00:00:00,6.38,6.095
2016-12-06T00:00:00,6.67,5.969
2016-12-07T00:00:00,7.67,5.834
2016-12-08T00:00:00,5.3,5.757
2016-12-09T00:00:00,4.18,5.66
2016-12-10T00:00:00,5.28,5.537
2016-12-11T00:00:00,6.43,5.403
2016-12-12T00:00:00,7.17,5.268
2016-12-13T00:00:00,5.97,5.131
2016-12-14T00:00:00,4.72,4.995
2016-12-15T00:00:00,4.6,4.858
2016-12-16T00:00:00,3.05,4.722
2016-12-17T00:00:00,2.5,4.585
2016-12-18T00:00:00,2.27,4.45
2016-12-19T00:00:00,1.88,4.317
2016-12-20T00:00:00,1.9,4.235
2016-12-21T00:00:00,2.09,4.19
2016-12-22T00:00:00,2.91,4.143
2016-12-23T00:00:00,4.88,4.115
2016-12-24T00:00:00,6.03,4.141
2016-12-25T00:00:00,7.65,4.176
2016-12-26T00:00:00,8.86,4.206
2016-12-27T00:00:00,9.62,4.229
2016-12-28T00:00:00,9.35,4.208
2016-12-29T00:00:00,8.14,4.154
2016-12-30T00:00:00,6.81,4.144
2016-12-31T00:00:00,5.81,4.11
2017-01-01T00:00:00,5.32,4.046
2017-01-02T00:00:00,5.25,3.972
2017-01-03T00:00:00,4.63,3.892
2017-01-04T00:00:00,4.21,3.81
2017-01-05T00:00:00,3.79,3.725
2017-01-06T00:00:00,3.42,3.638
2017-01-07T00:00:00,3.2,3.55
2017-01-08T00:00:00,3.04,3.461
2017-01-09T00:00:00,2.82,3.372
2017-01-10T00:00:00,2.64,3.283
2017-01-11T00:00:00,2.47,3.194
2017-01-12T00:00:00,2.29,3.106
2017-01-13T00:00:00,2.19,3.063
2017-01-14T00:00:00,2.17,3.015
2017-01-15T00:00:00,2.07,2.949
2017-01-16T00:00:00,1.91,2.875
2017-01-17T00:00:00,1.77,2.801
2017-01-18T00:00:00,1.7,2.742
2017-01-19T00:00:00,1.65,2.731
2017-01-20T00:00:00,1.6,2.699
2017-01-21T00:00:00,1.5,2.645
2017-01-22T00:00:00,1.45,2.617
2017-01-23T00:00:00,1.42,2.579
2017-01-24T00:00:00,1.38,2.527
2017-01-25T00:00:00,1.32,2.472
2017-01-26T00:00:00,1.27,2.415
2017-01-27T00:00:00,1.21,2.358
2017-01-28T00:00:00,1.18,2.301
2017-01-29T00:00:00,1.14,2.244
2017-01-30T00:00:00,1.12,2.237
2017-01-31T00:00:00,1.09,2.219
2017-02-01T00:00:00,1.07,2.179
2017-02-02T00:00:00,1.04,2.134
2017-02-03T00:00:00,1.02,2.087
2017-02-04T00:00:00,1.02,2.041
2017-02-05T00:00:00,1.0,1.996
2017-02-06T00:00:00,0.98,1.95
2017-02-07T00:00:00,0.97,1.904
2017-02-08T00:00:00,0.97,1.859
2017-02-09T00:00:00,0.97,1.814
2017-02-10T00:00:00,0.96,1.769
2017-02-11T00:00:00,0.96,1.725
2017-02-12T00:00:00,0.95,1.682
2017-02-13T00:00:00,0.95,1.693
2017-02-14T00:00:00,0.95,1.732
2017-02-15T00:00:00,0.99,1.734
2017-02-16T00:00:00,1.03,1.709
2017-02-17T00:00:00,1.2,1.745
2017-02-18T00:00:00,1.42,1.794
2017-02-19T00:00:00,1.51,1.974
2017-02-20T00:00:00,1.71,2.09
2017-02-21T00:00:00,1.98,2.121
2017-02-22T00:00:00,2.09,2.125
2017-02-23T00:00:00,2.16,2.124
2017-02-24T00:00:00,2.16,2.116
2017-02-25T00:00:00,2.16,2.103
2017-02-26T00:00:00,2.11,2.085
2017-02-27T00:00:00,2.14,2.065
2017-02-28T00:00:00,2.19,2.135
2017-03-01T00:00:00,2.47,2.482
2017-03-02T00:00:00,2.88,2.712
2017-03-03T00:00:00,2.97,2.833
2017-03-04T00:00:00,3.14,2.89
2017-03-05T00:00:00,2.95,2.914
2017-03-06T00:00:00,2.78,2.923
2017-03-07T00:00:00,2.64,2.922
2017-03-08T00:00:00,2.52,2.958
2017-03-09T00:00:00,2.45,2.986
2017-03-10T00:00:00,2.34,2.985
2017-03-11T00:00:00,2.26,2.975
2017-03-12T00:00:00,2.2,2.954
2017-03-13T00:00:00,2.14,2.927
2017-03-14T00:00:00,2.1,2.904
2017-03-15T00:00:00,2.4,2.954
2017-03-16T00:00:00,4.4,2.973
2017-03-17T00:00:00,4.2,3.038
2017-03-18T00:00:00,6.1,3.08
2017-03-19T00:00:00,6.8,3.078
2017-03-20T00:00:00,6.5,3.058
2017-03-21T00:00:00,5.6,3.172
2017-03-22T00:00:00,7.2,3.265
2017-03-23T00:00:00,8.7,3.285
2017-03-24T00:00:00,8.8,3.266
2017-03-25T00:00:00,7.3,3.234
2017-03-26T00:00:00,6.1,3.316
2017-03-27T00:00:00,6.5,3.438
2017-03-28T00:00:00,7.3,3.476
2017-03-29T00:00:00,6.8,3.455
2017-03-30T00:00:00,5.4,3.415
2017-03-31T00:00:00,4.6,3.366
2017-04-01T00:00:00,4.2,3.346
2017-04-02T00:00:00,5.2,3.416
2017-04-03T00:00:00,6.5,3.443
2017-04-04T00:00:00,6.9,3.451
